CR_IoT,class,snr_dB,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21,e22,e23,e24,e25,e26,e27,e28,e29,e30,e31,e32,e33,e34,e35,e36,e37,e38,e39,e40,e41,e42,e43,e44,e45,e46,e47,e48,e49,e50,e51,e52,e53,e54,e55,e56,e57,e58,e59,e60,e61,e62,e63,e64,e65,e66,e67,e68,e69,e70,e71,e72,e73,e74,e75,e76,e77,e78,e79,e80,e81,e82,e83,e84,e85,e86,e87,e88,e89,e90,e91,e92,e93,e94,e95,e96,e97,e98,e99,e100,e101,e102,e103,e104,e105,e106,e107,e108,e109,e110,e111,e112,e113,e114,e115,e116,e117,e118,e119,e120,e121,e122,e123,e124,e125,e126,e127,e128,e129,e130,e131,e132,e133,e134,e135,e136,e137,e138,e139,e140,e141,e142,e143,e144,e145,e146,e147,e148,e149,e150,e151,e152,e153,e154,e155,e156,e157,e158,e159,e160,e161,e162,e163,e164,e165,e166,e167,e168,e169,e170,e171,e172,e173,e174,e175,e176,e177,e178,e179,e180,e181,e182,e183,e184,e185,e186,e187,e188,e189,e190,e191,e192,e193,e194,e195,e196,e197,e198,e199,e200,e201,e202,e203,e204,e205,e206,e207,e208,e209,e210,e211,e212,e213,e214,e215,e216,e217,e218,e219,e220,e221,e222,e223,e224,e225,e226,e227,e228,e229,e230,e231,e232,e233,e234,e235,e236,e237,e238,e239,e240,e241,e242,e243,e244,e245,e246,e247,e248,e249,e250,e251,e252,e253,e254,e255,e256,e257,e258,e259,e260,e261,e262,e263,e264,e265,e266,e267,e268,e269,e270,e271,e272,e273,e274,e275,e276,e277,e278,e279,e280,e281,e282,e283,e284,e285,e286,e287,e288,e289,e290,e291,e292,e293,e294,e295,e296,e297,e298,e299,e300,e301,e302,e303,e304,e305,e306,e307,e308,e309,e310,e311,e312,e313,e314,e315,e316,e317,e318,e319,e320,e321,e322,e323,e324,e325,e326,e327,e328,e329,e330,e331,e332,e333,e334,e335,e336,e337,e338,e339,e340,e341,e342,e343,e344,e345,e346,e347,e348,e349,e350,e351,e352,e353,e354,e355,e356,e357,e358,e359,e360,e361,e362,e363,e364,e365,e366,e367,e368,e369,e370,e371,e372,e373,e374,e375,e376,e377,e378,e379,e380,e381,e382,e383,e384,e385,e386,e387,e388,e389,e390,e391,e392,e393,e394,e395,e396,e397,e398,e399,e400,e401,e402,e403,e404,e405,e406,e407,e408,e409,e410,e411,e412,e413,e414,e415,e416,e417,e418,e419,e420,e421,e422,e423,e424,e425,e426,e427,e428,e429,e430,e431,e432,e433,e434,e435,e436,e437,e438,e439,e440,e441,e442,e443,e444,e445,e446,e447,e448,e449,e450,e451,e452,e453,e454,e455,e456,e457,e458,e459,e460,e461,e462,e463,e464,e465,e466,e467,e468,e469,e470,e471,e472,e473,e474,e475,e476,e477,e478,e479,e480,e481,e482,e483,e484,e485,e486,e487,e488,e489,e490,e491,e492,e493,e494,e495,e496,e497,e498,e499,e500,e501,e502,e503,e504,e505,e506,e507,e508,e509,e510,e511,e512,e513,e514,e515,e516,e517,e518,e519,e520,e521,e522,e523,e524,e525,e526,e527,e528,e529,e530,e531,e532,e533,e534,e535,e536,e537,e538,e539,e540,e541,e542,e543,e544,e545,e546,e547,e548,e549,e550,e551,e552,e553,e554,e555,e556,e557,e558,e559,e560,e561,e562,e563,e564,e565,e566,e567,e568,e569,e570,e571,e572,e573,e574,e575,e576,e577,e578,e579,e580,e581,e582,e583,e584,e585,e586,e587,e588,e589,e590,e591,e592,e593,e594,e595,e596,e597,e598,e599,e600,e601,e602,e603,e604,e605,e606,e607,e608,e609,e610,e611,e612,e613,e614,e615,e616,e617,e618,e619,e620,e621,e622,e623,e624,e625,e626,e627,e628,e629,e630,e631,e632,e633,e634,e635,e636,e637,e638,e639,e640,e641,e642,e643,e644,e645,e646,e647,e648,e649,e650,e651,e652,e653,e654,e655,e656,e657,e658,e659,e660,e661,e662,e663,e664,e665,e666,e667,e668,e669,e670,e671,e672,e673,e674,e675,e676,e677,e678,e679,e680,e681,e682,e683,e684,e685,e686,e687,e688,e689,e690,e691,e692,e693,e694,e695,e696,e697,e698,e699,e700,e701,e702,e703,e704,e705,e706,e707,e708,e709,e710,e711,e712,e713,e714,e715,e716,e717,e718,e719,e720,e721,e722,e723,e724,e725,e726,e727,e728,e729,e730,e731,e732,e733,e734,e735,e736,e737,e738,e739,e740,e741,e742,e743,e744,e745,e746,e747,e748,e749,e750,e751,e752,e753,e754,e755,e756,e757,e758,e759,e760,e761,e762,e763,e764,e765,e766,e767,e768,e769,e770,e771,e772,e773,e774,e775,e776,e777,e778,e779,e780,e781,e782,e783,e784,e785,e786,e787,e788,e789,e790,e791,e792,e793,e794,e795,e796,e797,e798,e799,e800,e801,e802,e803,e804,e805,e806,e807,e808,e809,e810,e811,e812,e813,e814,e815,e816,e817,e818,e819,e820,e821,e822,e823,e824,e825,e826,e827,e828,e829,e830,e831,e832,e833,e834,e835,e836,e837,e838,e839,e840,e841,e842,e843,e844,e845,e846,e847,e848,e849,e850,e851,e852,e853,e854,e855,e856,e857,e858,e859,e860,e861,e862,e863,e864,e865,e866,e867,e868,e869,e870,e871,e872,e873,e874,e875,e876,e877,e878,e879,e880,e881,e882,e883,e884,e885,e886,e887,e888,e889,e890,e891,e892,e893,e894,e895,e896,e897,e898,e899,e900,e901,e902,e903,e904,e905,e906,e907,e908,e909,e910,e911,e912,e913,e914,e915,e916,e917,e918,e919,e920,e921,e922,e923,e924,e925,e926,e927,e928,e929,e930,e931,e932,e933,e934,e935,e936,e937,e938,e939,e940,e941,e942,e943,e944,e945,e946,e947,e948,e949,e950,e951,e952,e953,e954,e955,e956,e957,e958,e959,e960,e961,e962,e963,e964,e965,e966,e967,e968,e969,e970,e971,e972,e973,e974,e975,e976,e977,e978,e979,e980,e981,e982,e983,e984,e985,e986,e987,e988,e989,e990,e991,e992,e993,e994,e995,e996,e997,e998,e999,e1000
1,1,-9.6,112.17,117.12,105.03,111.27,110.89,111.5,109.25,111.14,109.22,107.85,110.23,114.68,107.19,101,112.83,115.09,114.87,111.35,121.32,125.16,113.84,112.77,100.36,113.09,104.3,112.12,108.34,110.45,111.2,114.6,115.29,110.37,110.94,112.3,111.18,102.92,105.2,109.03,101.67,115.4,118.95,104.78,108.38,108.04,112.43,123.27,114.05,112.54,114.79,107.94,111.39,112.3,104.44,118.46,114.9,111.11,111.24,109.47,116.9,117.74,110.73,112.31,105.11,107.19,112.56,121.74,103.81,120.62,107.58,110.49,104.73,118.82,111.79,115.69,112.42,119.04,110.65,105.24,108.98,114.92,104.98,110,120.32,101.96,111.02,109.8,116.82,112.08,108.27,109.59,113.96,107.85,119.4,112.39,110.98,106.41,110.77,110.13,113.39,115.59,112.5,102.77,113.4,116.53,110.81,108.36,100.72,108.13,107.42,114.84,110.09,111.14,113.58,112.86,105.19,107.49,111.43,112.45,99.672,112.33,109.48,108.35,116.11,114.36,108.04,114.6,101.3,111.13,106.12,106.75,108.07,111.31,102.71,112.36,104.62,110.46,112,111.52,109.32,111,118.94,112.41,107.84,112.95,121.23,111.47,104.62,111.39,116.37,106.8,110.73,112.86,109.43,115.13,116.74,108.97,108.93,104.82,117.36,109.73,117.6,107.06,108.34,114.68,114.78,110.42,114.74,115.71,104.1,107.32,113.84,117.65,121.5,114.85,115.91,110.67,124.13,112.52,98.375,115.35,106.1,107.47,114.89,120.91,114.55,111.3,109.61,109.6,111.62,105.31,111.14,102.4,106.66,119.43,113.85,111.15,113.31,101.62,120.48,112.16,109.54,110.8,112.63,113.48,109.37,115.54,109.52,106.5,110.45,111.75,111.51,104.34,115.14,113.45,113.56,116.59,112.66,114.37,120.13,110.35,110.91,112.62,113.32,118.65,112.06,115.77,113.37,106.41,115.33,112.04,118.53,116.43,117.16,104.02,116.8,113.59,113.86,112.89,114.56,108.03,102.21,104.12,111.29,113.59,106.21,114.96,110.63,106.53,106.7,109.68,114.95,108.16,112.96,113.53,100.46,105.82,118.99,101.93,107.36,109.95,114.9,115.57,102.03,115.79,110.72,114.91,114.58,108.2,108.05,111.4,123.69,113,104.72,105.83,115.84,108.75,114.57,110.55,113.83,104.67,112.6,111.74,107.84,112.62,118.96,113.23,109.76,108.68,107.58,113.31,108.87,103.3,102.05,101.95,113.29,116.74,108.03,106.75,113.39,115.74,113.16,112.35,114.86,110.6,111.23,109.66,112.08,105.76,112.21,107.22,110.65,120.41,112.06,104.59,107.98,108.39,111.76,121.65,114.11,115.63,119.82,101.98,116.22,109.42,108.18,113.83,109.51,112.11,116.23,111.16,107.85,111.87,117.74,110.28,103.56,113.88,110.53,115.51,106.53,112.72,112.58,112.72,113.46,111.53,110.21,110.03,108.96,113.67,111.89,103.39,110.64,110.93,110.85,109.05,103.01,100.59,111.12,108.53,105.9,113.14,105.6,116.04,116.71,119.16,114.38,105.29,107.4,104.66,105.46,114.86,104.11,113.84,116.39,108.18,110.65,122.92,111.72,114.57,108.1,105.95,113.02,118.42,114.91,104.23,115.17,115.72,111.77,123.03,112.09,117.68,107,113.12,105.51,109.53,109.66,111.25,110.72,109.78,109.61,113.48,108.71,104.05,108.73,112.48,111.33,108.81,115.08,110.1,113.14,112.06,109.88,112.97,110.85,112.49,99.314,105.92,111.22,117.97,112.24,108.14,107.7,113.3,112.08,110.16,105.61,108.92,117.15,104.03,108.34,122.74,105.21,108.6,108.49,114.62,109.88,107.81,114.42,110.39,109.76,114.59,109.26,104.47,114.78,102.36,110.95,115.67,101.21,112.73,121.28,105.85,103.02,116.14,109.74,112.64,112.88,108.51,112.16,110.52,113.88,107.87,105.16,110.71,108.74,117.08,108.35,111.21,111.63,117.9,107.57,112.6,109.3,106.1,111.34,118.72,98.854,115.68,108.49,106.1,104.02,108.15,115.85,114.66,114.39,104.26,112.61,119.22,117.05,104.27,100.57,115.66,108.48,111.75,99.414,112.12,107.67,110.88,116.3,127.73,106.95,110.37,103.89,108.65,115.42,124.74,115.44,116.28,114.49,109.68,117.98,106.68,107.64,113.94,114.35,109.16,115.97,115.71,110.12,107.11,114.2,115.22,105.21,111.98,110.03,113.66,111.73,109.64,104.17,110.97,107.85,109.63,108.51,111.34,104.64,113.21,103.56,107.04,112.52,111.47,113.55,118.57,111.27,112.34,108.59,117.8,109.75,109.04,107.53,114.1,112.2,108.36,110.77,114.43,109.98,113.86,107.54,102.05,108.55,112.64,111.31,102.45,110.89,114.97,115.88,118.61,108.3,112.54,112.21,109.49,107.44,111.98,104.38,112.6,106.35,107.21,106.67,112.34,112.92,100.57,107.64,109.6,101.61,114.95,114.98,107.5,113.84,111.67,107.65,115.45,111.4,116.94,121.21,105.2,105.75,107.13,107.14,114.59,109.61,102.65,115.69,105.16,117.08,115.3,107.63,96.649,112.57,114.82,124.61,114.96,107.42,115.66,118.36,111.51,111.64,126.47,112.36,108.48,108.95,112.64,107.45,113.76,104.71,120.55,113.96,111.38,110.24,106.07,111.13,116.26,110.13,114.44,115.53,117.07,118.1,112.22,111.56,110.04,115.8,116,117.46,112.88,118.46,112.25,112.74,108.57,102.21,117.93,115.94,106.76,116.03,112,121.41,100.56,116.94,123.13,111.21,112.72,112.13,118.62,109.21,117.24,112,113.11,107.19,121.08,109.88,110.32,105.4,108.49,110.02,108.11,118.15,114.58,118.23,103.76,107.83,110.46,104.94,106.56,101.5,106.04,117.64,117.02,107.34,112.8,110.3,107.96,101.38,106.34,105.72,111.94,103.24,116.94,107.49,112.41,115.94,113.75,107.34,111.03,114.04,120.92,114.16,112.3,109.73,106.25,106.36,112.51,110.61,101.86,116.25,100.68,105.65,112.09,112.27,108.65,112.18,116.57,114.32,118.54,116.62,107.47,111.02,108.96,109.53,113.86,112.45,111.27,109.37,121.42,107.01,98.575,113.6,108.9,114.2,111.98,108.02,110.56,109.18,112.14,117.84,111.9,106.54,113.48,111.98,103.57,121.27,116.28,105.56,107.63,122.63,100.88,105.9,109.67,112.35,113.63,118.63,108.97,109.51,108.25,104.64,109.2,113.09,121.53,108.24,109.17,111.42,116.73,109.16,109.77,113.94,106.92,106.61,108.36,115.3,107.16,112.92,114.71,106.31,102.32,109.53,105.11,109.29,111.75,110.32,121.28,113.46,110.86,113.06,107.49,105.5,111.95,115.43,113,112.91,115.86,105.12,120.69,113.12,111.9,115.57,105.24,104.26,115.71,106.76,117.67,116.11,110.86,110.74,117.47,105.3,109.35,111.77,115.86,115.87,111.66,115.89,111.51,109.32,110.56,115.79,115.54,110.62,104.67,106.55,112.47,108.57,113,109.33,120.96,102.46,103.1,118.06,114.71,107.05,114.18,116.09,107.03,113.72,107.71,107.78,103.17,112.63,106.05,118.63,111.92,115.68,111.22,112.49,111.4,108.64,109.98,107.15,110.65,111.2,111.82,107.45,106.91,107.67,115.98,105.64,113.99,113.53,103.1,113.77,114.58,110.68,112.91,110.21,104.1,116.4,112.96,116.48,113.12,116.81,112.93,118.29,114.06,111.32,112.26,110.27,105.29,115.97,118.78,120.05,105.41,106.95,107.49,117.4,108.57,115.61,112.85,99.447,113.35,117,109.02,108.72,105.06,103.82,114.74,115.4,104.83,104.98,113.78,113.18,112.07,110.69,111.11,112.72,104.67,114.68,112,108.58,106.85,113.64,106.98,110.48,114.37,112.76,115.41,106.17,116.34,103.97,111.07,114.46,122.22,107.33,112.52,113.19,117.18,103.17,110.01,116.1,116.13,114.19,106.1,117.05,107.78,110.83,112.81,110.79,106.75,109.04,111.06,109.4,107.96,107.32,119.1,111.72,109.32,101.59,115.03,107.21,108.19,113.78,106.57,107.72,105.98,101.75,107.63,105.45,118.3,104.6,107.98,110.22,123.5,117.04,112.36,113.32,112.73,107.59,108.81,113.08,104.58,99.669,108.47,114.34,121.73,108.78,104.22,103.35,113.51,113.96,110.82,111.01,115.51,109.2,104.07,111.22,123.1,108.96,104.62,103.14,114.37,105.44,117.54,107.12,109.43,103.99,117.02,99.966,111.46
2,1,-7.8,126.21,116.75,107.68,108.49,111.78,117.82,126.75,112.57,117.02,126.74,111.55,119.66,115.38,118.52,113.94,113.24,111.71,119.72,113.02,122.92,112.41,114.75,114.61,115.22,119.58,121.95,125.37,103.91,117.84,113.67,121.55,121.61,111.12,116.43,110.02,121.09,116.17,122.66,120.31,130.12,116.36,117.9,120.62,120.86,124.02,112.56,121.92,110.59,111.89,117.14,107.84,113.54,105.58,106.69,109.53,115.61,119.84,112,113.18,112.82,109.61,127.72,116.94,119.28,118.47,116.78,118.08,114.86,120.82,117.25,117.25,124.99,114.13,119.36,126.99,117.83,117.7,122.76,117.72,121.92,124.18,122.22,123.58,122.71,120.26,121.39,112.96,117.07,119,110.96,109.69,123.34,116.83,115.99,116.62,126.12,120.72,124.63,125.11,117.09,117.52,115.25,116.8,117.63,117.56,112.16,114.55,124.93,112.67,118.64,121.13,114.3,121.01,115.9,110.76,121.36,118.94,120.89,116.6,111.24,120.66,119.65,113.55,106.71,116.71,116.99,107.16,114.83,118.98,112.87,115.38,117.7,105.4,122.65,122.92,119.13,110.41,118.15,111.58,123.03,126.04,108.53,119.32,111.97,124.8,110.57,116.36,111.54,120.06,122.5,110.15,114,113.39,112.37,120.02,120.01,114.97,122.58,119.64,114.22,121.3,119.75,113.76,118.81,113.55,115.98,118.95,110.52,111.01,111.4,113.65,116.96,117.53,118.2,117.82,117.21,113.8,116.79,116.47,116.65,112.41,118.18,118.36,115.21,111.58,112.9,124.67,118.83,116.46,120.77,122.5,116.24,115.3,121.16,118.23,118.03,115.19,118.82,118.09,114.12,115.1,117.28,113.13,117.07,110.13,115.19,119.36,108.16,127.52,123.34,121.04,117.56,114.22,117.34,120.03,111.66,103.47,113.52,118.96,114.17,108.91,115.42,123.5,116.16,116.05,110.45,122.7,125.21,116.86,111.37,118.38,111.68,114.86,122.14,113.44,109.9,120.25,109.95,112.6,117.52,109.75,120.01,120.71,111.56,109.07,120.03,118.52,118.92,120.14,120.58,105.02,115.96,112.53,115.62,112.52,115.52,121.45,117.61,121.83,118.66,117.59,111.05,114.33,112.34,123.28,115.41,122.15,115.1,120.3,115.62,109.27,108.52,111.38,120.51,110.62,121.17,109.06,121.26,111.12,123.09,111.84,117.36,114.23,116.71,112.79,111.74,118.92,111.84,119.87,120.38,112.87,120.84,114.78,119.2,129.79,129.12,121.91,120.91,120.57,116.45,116.26,123.09,118.28,117.27,110.37,119.7,104.61,115.77,117.61,109.06,117.81,110.97,108.05,128.68,117.23,107.63,123.95,123.03,125.1,115.22,125.69,116.06,120.28,103.88,113.57,120.95,117.94,116.51,114.14,127.96,108.32,111.2,121.1,121.87,127.6,124.23,116.26,115.7,110.38,110.79,118.64,113.82,117.24,115.53,108.91,113.28,118.85,121.34,119.41,126.16,107.36,116.91,119.64,116.64,101.98,119.93,110.78,118.14,110.04,108.42,116.58,123.56,111.91,119.01,121.71,115.47,127.07,112.83,116.47,116.79,112.37,114.01,113.31,117.11,123.4,116.29,115.8,115.6,121.56,121.58,119.39,119.52,122,110.01,115.81,116.44,117.31,117.52,122.49,110.48,113.33,117.62,113.92,114,128.2,116.42,114.51,110.29,123.56,118.32,113.23,127.39,111.83,120.65,107.63,113.86,118.4,112.1,114.22,116.39,123.23,117.66,115.57,126.46,124.57,108.6,114.18,116.27,119.68,106.9,109.38,118.87,122.7,123.72,116.72,124.09,121.76,125.58,112.97,116.4,121.24,113.77,126.52,116.63,109.32,113.07,112.84,114.36,128.98,117.73,115.41,114.17,121.72,117.23,125.55,116.88,110.14,110.35,111.3,124.05,108.49,121.87,118.45,112.49,112.6,116.8,111.02,120.24,114.31,106.36,125.31,117.29,117.37,113.72,108.4,111.5,116.1,117.13,122.27,119.59,112.77,121.37,120.55,111.62,116.89,111.32,112.16,120.39,122.68,115.86,103.4,123.75,117.24,114.46,111.03,113.45,123.33,112.85,111.75,122.31,121.59,115.76,121.4,124.04,112.43,119.82,112.49,113.56,123.46,113.49,111.92,103.17,120.43,106.99,113.22,115.32,118.7,112.85,119.19,114.51,118.33,111.03,119.17,109.59,115.67,116.44,120.41,127.67,123.67,107.98,113.12,114.75,120.26,115.44,118.4,122.78,113.44,118.13,119.7,120.82,112.19,122.3,113.27,110.89,118.39,121.01,115.88,126.54,114.38,103.99,117.38,120.25,118.57,119.64,113.43,109.34,126.12,119,107.77,114.43,117.52,119.83,116.32,115.4,116.02,113.37,123.55,119.85,117.33,125.92,115.74,118.23,113.32,115.56,121.65,114.45,112.66,111.99,113.39,124.4,122.23,124.42,119.52,121.45,116.71,127.38,111.41,120.48,118.99,116.7,110.75,111.23,122.29,114.14,113.29,114.02,121.16,119.39,113.14,118.39,116.19,122.8,119.72,126.95,114.89,116.79,114.58,116.46,116.47,111.74,112.34,114.54,113.92,125.17,111.01,116.65,111.67,120.3,110.23,113.08,120.32,121.3,122.36,114.93,126.66,121.15,128.9,129.6,110.83,117.37,105.32,123.43,114.48,116.96,117.59,115.45,115.27,118.37,114.99,114.26,124.76,118.68,120.88,119.61,113.05,115.25,116.32,121.27,120.43,110.48,113.39,118.72,118.49,115.09,118.39,114.35,113.52,112.68,116.27,106.26,108.99,113.27,116.97,118.53,122.64,116.49,113,110.61,118.79,119.21,121.97,115.74,120.34,112.31,128.06,114.94,110.52,118.24,120.32,113.09,124.7,115.77,120.04,117.12,118.1,108.27,105.7,120.81,119.11,110.34,112.47,122.82,109.44,118.5,117.97,112.31,110.26,118.14,114.58,118.21,115.61,118.21,119.64,117.78,111.36,112.53,117.5,116.31,109.54,115.15,121.82,120.52,108.47,118.66,123.26,119.62,114.56,115.39,112.92,114.69,122.03,126.26,108.68,114.88,123.78,116.95,111.67,117.54,114.83,112.91,118.28,105.62,120.66,121.38,107.18,109.27,117.22,115.33,120.4,120.07,114.35,112.18,116.66,115.7,112.99,116.04,123.43,110.98,114.85,113.85,113.11,109.9,118.4,121.58,117.91,116.6,123.98,123.32,120.79,118.75,123.32,114.56,121.58,114.85,109.32,106.68,125.74,115.79,112.42,125.58,113.31,115.77,121.65,119.27,119.03,118.44,109.87,109.65,113.11,115.67,113.47,107.33,113,128.89,117.14,121.53,111.76,124.55,110.66,126.94,113.44,119.41,114.2,107.19,107.43,108.95,115.93,112.47,114.77,124.37,115.64,119.52,119.04,121.89,118.92,100.41,121.09,113.82,112.17,116.3,113.92,122.95,123.32,108.44,113.53,109.76,113.51,115.18,124.7,120.7,117.46,113.99,117.07,120.11,114.49,118.61,123.11,109.78,112.3,121.08,117.16,109.05,116.14,123.23,104.99,116.83,115.1,117.55,114.85,115.37,123.58,119.71,108.25,116.35,106.09,118.74,111.3,111.47,120.4,110.05,123.82,115.94,125.6,118.53,114.21,113.1,125.76,123.77,122.66,108.71,110.52,128.08,121.21,109.28,110.7,118.69,119.79,111.54,115.3,129.62,122.32,122.29,107.86,114.01,123.3,113.28,119.21,123.76,115.48,111.58,119.44,113.59,113.78,120.4,120.94,126.49,109.44,125.88,116.65,123.17,112.78,111.76,122.09,127.32,111.29,114.91,126.25,110.59,117.59,115.07,118.79,117.79,116.17,117.61,124.1,112.86,113.26,112.4,119.92,116.66,121.09,115.91,118.42,110,114.54,119.78,111.65,115.83,123.19,108.95,112.15,121.57,120.95,118.29,123.97,118.77,113.48,111.63,111.3,121.34,115.44,120.56,120.89,113.82,111.87,122.67,116.46,115.06,118.89,128.93,120.59,122.4,129.31,110.87,109.12,103.8,111.42,114.31,119.6,112.19,114.57,118.55,117.53,111.27,117.57,121.63,120.3,112.98,111.23,115.68,125.22,115.63,112.37,110.69,117.71,117.68,107.55,116.68,112.67,112.21,123.96,109.61,116.13,113.65,106.79,110.3,113.29,106.7,124.15,112.17,121.84,110.16,120.82,114.94,113.3,119.99,116.9,111.59,115,116.75,108.47,109.82,118.85,123.2,107.13,113.51,113.84,123.67,111.27,113.66,123.6,115.66,115.35,117.36,116.25,126.17,113.28,115.92,122.1,114.5
